Full Name,FIRST,LAST,NICKNAME,HT.,Height_FT,Height_INCH,Height_CM,WT.,WEIGHT_LB,WEIGHT_KG,REACH,REACH_INCH,STANCE,W,L,D,BELT,GENDER,DIVISION
Anthony Njokuani,Anthony,Njokuani,The Assassin,"6' 1""",6,1,185.42,155 lbs.,155,70.30676,"75.0""",75,Orthodox,16,9,0,,M,Lightweight
Anthony Perosh,Anthony,Perosh,The Hippo,"6' 3""",6,3,190.5,205 lbs.,205,92.98636,"75.0""",75,Orthodox,15,10,0,,M,Light Heavyweight
Anthony Pettis,Anthony,Pettis,Showtime,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"72.0""",72,Orthodox,18,4,0,,M,Lightweight
Anthony Ruiz,Anthony,Ruiz,El Toro,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,Orthodox,27,16,0,,M,Light Heavyweight
Anthony Smith,Anthony,Smith,Lionheart,"6' 4""",6,4,193.04,185 lbs.,185,83.91452,"77.0""",77,n/a,25,11,0,,M,Middleweight
Anthony Taylor,Anthony,Taylor,Pretty Boy,"5' 7""",5,7,170.18,145 lbs.,145,65.77084,--,0,n/a,0,1,0,,M,Featherweight
Anthony Torres,Anthony,Torres,The Crush,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,--,0,Orthodox,5,2,0,,M,Welterweight
Anton Kuivanen,Anton,Kuivanen,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,"72.0""",72,Orthodox,17,6,0,,M,Lightweight
Anton Zafir,Anton,Zafir,The Professor,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"72.0""",72,Orthodox,7,2,0,,M,Welterweight
Antoni Hardonk,Antoni,Hardonk,,"6' 4""",6,4,193.04,245 lbs.,245,111.13004,"78.0""",78,Orthodox,8,6,0,,M,Heavyweight
Antonio Banuelos,Antonio,Banuelos,,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,"63.0""",63,Orthodox,19,7,1,,M,Bantamweight
Antonio Braga Neto,Antonio Braga,Neto,,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,"77.0""",77,Orthodox,9,2,0,,M,Middleweight
Antonio Carlos Jr.,Antonio,Carlos Jr.,Cara de Sapato,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"75.0""",75,Orthodox,6,2,0,,M,Middleweight
Antonio Carvalho,Antonio,Carvalho,Pato,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,"68.0""",68,Orthodox,15,6,0,,M,Featherweight
Antonio Dos Santos Jr.,Antonio,Dos Santos Jr.,Junior Alpha,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,"72.0""",72,Orthodox,6,3,0,,M,Middleweight
Antonio Duarte,Antonio,Duarte,Tigre,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,--,0,n/a,15,4,0,,M,Bantamweight
Antonio McKee,Antonio,McKee,Mandingo,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,--,0,Southpaw,26,5,2,,M,Lightweight
Antonio Mendes,Antonio,Mendes,Samurai,"6' 3""",6,3,190.5,205 lbs.,205,92.98636,"77.0""",77,Southpaw,17,10,0,,M,Light Heavyweight
Antonio Rogerio Nogueira,Antonio Rogerio,Nogueira,Minotouro,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,"75.0""",75,Southpaw,21,7,0,,M,Light Heavyweight
Antonio Schembri,Antonio,Schembri,Nino,"5' 9""",5,9,175.26,205 lbs.,205,92.98636,--,0,Orthodox,5,5,0,,M,Light Heavyweight
Antonio Silva,Antonio,Silva,Bigfoot,"6' 4""",6,4,193.04,264 lbs.,264,119.748288,"80.0""",80,Orthodox,19,8,1,,M,Heavyweight
Antony Rea,Antony,Rea,Wild Thing,"6' 0""",6,0,182.88,205 lbs.,205,92.98636,--,0,Orthodox,22,13,0,,M,Light Heavyweight
Antwain Britt,Antwain,Britt,The Juggernaut,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"77.0""",77,n/a,11,5,0,,M,Light Heavyweight
Ariel Gandulla,Ariel,Gandulla,,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,--,0,Orthodox,6,6,0,,M,Light Heavyweight
Arlene Blencowe,Arlene,Blencowe,Angerfist,"5' 5""",5,5,165.1,145 lbs.,145,65.77084,--,0,n/a,7,5,0,,F,Featherweight
Arnold Allen,Arnold,Allen,Almighty,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,"70.0""",70,Southpaw,11,1,0,,M,Featherweight
Art Arciniega,Art,Arciniega,King Arthur,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,--,0,n/a,14,6,0,,M,Featherweight
Art Jimmerson,Art,Jimmerson,,"6' 1""",6,1,185.42,196 lbs.,196,88.904032,--,0,Orthodox,0,1,0,,M,Light Heavyweight
Art Santore,Art,Santore,Pachuco,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,--,0,n/a,18,8,0,,M,Middleweight
Artem Lobov,Artem,Lobov,The Russian Hammer,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"66.0""",66,Southpaw,12,12,1,,M,Lightweight
Artenus Young,Artenus,Young,,--,0,0,0,205 lbs.,205,92.98636,--,0,n/a,7,4,0,,M,Light Heavyweight
Artur Oumakhanov,Artur,Oumakhanov,,"5' 7""",5,7,170.18,154 lbs.,154,69.853168,--,0,Orthodox,9,6,0,,M,Lightweight
Asbel Cancio,Asbel,Cancio,,"5' 10""",5,10,177.8,225 lbs.,225,102.0582,--,0,n/a,0,1,0,,M,Heavyweight
Ashe Bowman,Ashe,Bowman,The Archer,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,--,0,n/a,9,10,0,,M,Lightweight
Ashlee Evans-Smith,Ashlee,Evans-Smith,,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"67.0""",67,Orthodox,4,1,0,,F,Bantamweight
Assuerio Silva,Assuerio,Silva,,"5' 10""",5,10,177.8,241 lbs.,241,109.315672,--,0,Orthodox,15,8,0,,M,Heavyweight
Atsushi Yamamoto,Atsushi,Yamamoto,,"5' 6""",5,6,167.64,139 lbs.,139,63.049288,--,0,Orthodox,15,7,3,,M,Featherweight
Augusto Mendes,Augusto,Mendes,Tanquinho,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,"65.0""",65,Orthodox,5,1,0,,M,Bantamweight
Augusto Montano,Augusto,Montano,Dodger,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,"73.0""",73,Orthodox,15,2,0,,M,Welterweight
Augusto Sakai,Augusto,Sakai,,"6' 3""",6,3,190.5,255 lbs.,255,115.66596,--,0,n/a,9,0,0,,M,Heavyweight
Aurelijus Kerpe,Aurelijus,Kerpe,,--,0,0,0,--,0,0,--,0,Orthodox,11,16,0,,M,n/a
Azamat Gashimov,Azamat,Gashimov,,"5' 6""",5,6,167.64,125 lbs.,125,56.699,"66.0""",66,Orthodox,10,3,0,,M,Flyweight
Bao Quach,Bao,Quach,,"5' 3""",5,3,160.02,145 lbs.,145,65.77084,--,0,Orthodox,18,10,1,,M,Featherweight
Bart Palaszewski,Bart,Palaszewski,Bartimus,"5' 9""",5,9,175.26,145 lbs.,145,65.77084,"70.0""",70,Orthodox,35,17,0,,M,Featherweight
Bartosz Fabinski,Bartosz,Fabinski,The Butcher,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"75.0""",75,Orthodox,13,2,0,,M,Middleweight
Baru Harn,Baru,Harn,Seiryu,--,0,0,0,265 lbs.,265,120.20188,--,0,n/a,1,2,0,,M,Heavyweight
Bas Rutten,Bas,Rutten,El Guapo,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,Orthodox,28,4,1,,M,Light Heavyweight
Bazigit Atajev,Bazigit,Atajev,Volk,"6' 1""",6,1,185.42,230 lbs.,230,104.32616,--,0,Orthodox,17,1,0,,M,Heavyweight
Bec Rawlings,Bec,Rawlings,Rowdy,"5' 6""",5,6,167.64,115 lbs.,115,52.16308,"64.0""",64,n/a,7,4,0,,F,Strawweight
Ben Alloway,Ben,Alloway,Benny Blanco,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"75.0""",75,Orthodox,13,6,0,,M,Welterweight
Ben Earwood,Ben,Earwood,,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,--,0,Orthodox,12,3,0,,M,Welterweight
Ben Holscher,Ben,Holscher,The Teacher,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,--,0,n/a,4,0,0,,M,Lightweight
Ben Jones,Ben,Jones,Blitzkrieg,--,0,0,0,185 lbs.,185,83.91452,--,0,n/a,4,4,0,,M,Middleweight
Ben Lagman,Ben,Lagman,Bad News,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,--,0,n/a,6,2,0,,M,Middleweight
Ben Nguyen,Ben,Nguyen,Ten,"5' 5""",5,5,165.1,125 lbs.,125,56.699,"65.0""",65,Switch,15,5,0,,M,Flyweight
Ben Reiter,Ben,Reiter,The Hunter,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,--,0,n/a,16,1,1,,M,Middleweight
Ben Rothwell,Ben,Rothwell,,"6' 4""",6,4,193.04,265 lbs.,265,120.20188,"78.0""",78,Orthodox,36,10,0,,M,Heavyweight
Ben Saunders,Ben,Saunders,Killa B,"6' 2""",6,2,187.96,170 lbs.,170,77.11064,"77.0""",77,Orthodox,19,7,2,,M,Welterweight
Ben Wall,Ben,Wall,Manimal,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"73.0""",73,Orthodox,7,2,1,,M,Lightweight
Bendy Casimir,Bendy,Casimir,,"5' 5""",5,5,165.1,145 lbs.,145,65.77084,--,0,Southpaw,19,11,2,,M,Featherweight
Beneil Dariush,Beneil,Dariush,,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"72.0""",72,Southpaw,12,2,0,,M,Lightweight
Benji Radach,Benji,Radach,Razor,"5' 10""",5,10,177.8,185 lbs.,185,83.91452,--,0,Orthodox,21,7,0,,M,Middleweight
Benson Henderson,Benson,Henderson,Smooth,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,"70.0""",70,Southpaw,23,5,0,,M,Welterweight
Bentley Syler,Bentley,Syler,Dr. Bolivia,"5' 4""",5,4,162.56,125 lbs.,125,56.699,"68.0""",68,Orthodox,5,1,0,,M,Flyweight
Bernardo Magalhaes,Bernardo,Magalhaes,Trekko,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"65.0""",65,Orthodox,11,3,0,,M,Lightweight
Bertrand Amoussou,Bertrand,Amoussou,,"5' 8""",5,8,172.72,190 lbs.,190,86.18248,--,0,Orthodox,1,1,0,,M,Light Heavyweight
Besam Yousef,Besam,Yousef,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"71.0""",71,Orthodox,6,2,0,,M,Welterweight
Bethe Correia,Bethe,Correia,Pitbull,"5' 5""",5,5,165.1,135 lbs.,135,61.23492,"64.0""",64,Orthodox,9,2,0,,F,Bantamweight
Bibiano Fernandes,Bibiano,Fernandes,,"5' 7""",5,7,170.18,139 lbs.,139,63.049288,--,0,Orthodox,10,3,0,,M,Featherweight
Bill Cooper,Bill,Cooper,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,2,1,0,,M,Lightweight
Bill Duvall,Bill,Duvall,,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,--,0,Southpaw,1,2,0,,M,Middleweight
Bill Mahood,Bill,Mahood,The Butcher,"6' 3""",6,3,190.5,200 lbs.,200,90.7184,--,0,Orthodox,20,7,1,,M,Light Heavyweight
Billy Evangelista,Billy,Evangelista,,"5' 8""",5,8,172.72,155 lbs.,155,70.30676,"68.0""",68,Orthodox,11,2,0,,M,Lightweight
Billy Giovanella,Billy,Giovanella,Wolverine,"5' 8""",5,8,172.72,125 lbs.,125,56.699,--,0,n/a,9,4,0,,M,Flyweight
Billy Miles,Billy,Miles,The Kid,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,Orthodox,2,2,0,,M,Welterweight
Billy Vaughan,Billy,Vaughan,,"5' 6""",5,6,167.64,155 lbs.,155,70.30676,--,0,n/a,11,9,0,,M,Lightweight
BJ Penn,BJ,Penn,The Prodigy,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,"70.0""",70,Orthodox,16,10,2,,M,Featherweight
Blair Tugman,Blair,Tugman,,"6' 0""",6,0,182.88,135 lbs.,135,61.23492,--,0,n/a,7,6,0,,M,Bantamweight
Blake Bowman,Blake,Bowman,,"6' 2""",6,2,187.96,170 lbs.,170,77.11064,--,0,n/a,2,4,0,,M,Welterweight
Blake Watkins,Blake,Watkins,,--,0,0,0,185 lbs.,185,83.91452,--,0,n/a,5,0,0,,M,Middleweight
Blas Avena,Blas,Avena,The Disciple,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"74.0""",74,Orthodox,7,6,0,,M,Welterweight
Bo Cantrell,Bo,Cantrell,Redrum,"6' 2""",6,2,187.96,235 lbs.,235,106.59412,--,0,Orthodox,10,10,0,,M,Heavyweight
Bob Cook,Bob,Cook,Crazy,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,--,0,Orthodox,5,0,0,,M,Welterweight
Bob Gilstrap,Bob,Gilstrap,,"6' 3""",6,3,190.5,200 lbs.,200,90.7184,--,0,Orthodox,5,6,0,,M,Light Heavyweight
Bob Sapp,Bob,Sapp,The Beast,"6' 5""",6,5,195.58,350 lbs.,350,158.7572,--,0,Orthodox,11,8,0,,M,Super Heavyweight
Bob Schrijber,Bob,Schrijber,Dirty,"6' 0""",6,0,182.88,240 lbs.,240,108.86208,--,0,Orthodox,20,17,1,,M,Heavyweight
Bobby Cooper,Bobby,Cooper,Super Duper,"6' 1""",6,1,185.42,155 lbs.,155,70.30676,--,0,n/a,12,5,0,,M,Lightweight
Bobby Escalante,Bobby,Escalante,,--,0,0,0,130 lbs.,130,58.96696,--,0,n/a,3,3,0,,M,Bantamweight
Bobby Flynn,Bobby,Flynn,,--,0,0,0,170 lbs.,170,77.11064,--,0,n/a,4,3,0,,M,Welterweight
Bobby Green,Bobby,Green,King,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,"71.0""",71,Orthodox,23,6,0,,M,Lightweight
Bobby Hoffman,Bobby,Hoffman,The Truth,"6' 2""",6,2,187.96,245 lbs.,245,111.13004,--,0,Orthodox,36,10,1,,M,Heavyweight
Bobby Lashley,Bobby,Lashley,,"6' 3""",6,3,190.5,255 lbs.,255,115.66596,"78.0""",78,Orthodox,7,1,0,,M,Heavyweight
Bobby McAndrews,Bobby,McAndrews,,--,0,0,0,--,0,0,--,0,Orthodox,1,3,0,,M,n/a
Bobby Sanchez,Bobby,Sanchez,The Kid,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,Orthodox,6,17,0,,M,Lightweight
Bobby Southworth,Bobby,Southworth,,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,Orthodox,10,6,0,,M,Light Heavyweight
Bobby Stack,Bobby,Stack,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,--,0,Orthodox,8,2,0,,M,Lightweight
Bobby Voelker,Bobby,Voelker,Vicious,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"75.0""",75,Orthodox,24,12,0,,M,Welterweight
Bojan Mihajlovic,Bojan,Mihajlovic,,"5' 11""",5,11,180.34,135 lbs.,135,61.23492,--,0,n/a,10,3,0,,M,Bantamweight
Bojan Velickovic,Bojan,Velickovic,Serbian Steel,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"76.0""",76,Southpaw,14,3,0,,M,Middleweight
Booker DeRousse,Booker,DeRousse,,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,n/a,3,5,0,,M,Light Heavyweight
Brad Blackburn,Brad,Blackburn,Bad Brad,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"73.0""",73,Orthodox,18,13,1,,M,Welterweight
Brad Gumm,Brad,Gumm,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,Orthodox,10,6,1,,M,Welterweight
Brad Imes,Brad,Imes,Hillbilly Heartthrob,"6' 7""",6,7,200.66,265 lbs.,265,120.20188,--,0,Orthodox,13,7,0,,M,Heavyweight
Brad Kohler,Brad,Kohler,,"5' 9""",5,9,175.26,220 lbs.,220,99.79024,--,0,Orthodox,11,14,0,,M,Heavyweight
Brad Mitchell,Brad,Mitchell,,"5' 11""",5,11,180.34,145 lbs.,145,65.77084,--,0,n/a,4,2,0,,M,Featherweight
Brad Morris,Brad,Morris,,"6' 2""",6,2,187.96,205 lbs.,205,92.98636,--,0,Orthodox,10,6,0,,M,Light Heavyweight
Brad Pickett,Brad,Pickett,One Punch,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,"68.0""",68,Orthodox,26,11,0,,M,Bantamweight
Brad Royster,Brad,Royster,,--,0,0,0,135 lbs.,135,61.23492,--,0,n/a,1,2,0,,M,Bantamweight
Brad Tavares,Brad,Tavares,,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"74.0""",74,Orthodox,13,5,0,,M,Middleweight
Bradley Scott,Bradley,Scott,Bear,"6' 1""",6,1,185.42,185 lbs.,185,83.91452,"76.0""",76,n/a,11,4,0,,M,Middleweight
Brady Fink,Brady,Fink,,"6' 0""",6,0,182.88,183 lbs.,183,83.007336,--,0,Orthodox,2,3,0,,M,Middleweight
Branden Lee Hinkle,Branden Lee,Hinkle,The Iron Lion,"6' 3""",6,3,190.5,235 lbs.,235,106.59412,--,0,Orthodox,15,11,0,,M,Heavyweight
Brandon Cash,Brandon,Cash,Money,"6' 5""",6,5,195.58,255 lbs.,255,115.66596,--,0,Orthodox,5,3,0,,M,Heavyweight
Brandon Foxworth,Brandon,Foxworth,,"5' 11""",5,11,180.34,145 lbs.,145,65.77084,--,0,Orthodox,18,4,0,,M,Featherweight
Brandon Gaines,Brandon,Gaines,,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,--,0,n/a,5,16,0,,M,Middleweight
Brandon Girtz,Brandon,Girtz,Cold Roll,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,n/a,13,4,0,,M,Lightweight
Brandon Halsey,Brandon,Halsey,Bull,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,n/a,9,1,0,,M,Middleweight
Brandon Hester,Brandon,Hester,The Beast,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,n/a,3,0,0,,M,Light Heavyweight
Brandon Lowe,Brandon,Lowe,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,0,1,0,,M,Lightweight
Brandon Magana,Brandon,Magana,,--,0,0,0,170 lbs.,170,77.11064,--,0,Orthodox,6,2,0,,M,Welterweight
Brandon Melendez,Brandon,Melendez,The Murderer,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,--,0,Southpaw,26,21,0,,M,Lightweight
Brandon Michaels,Brandon,Michaels,,"5' 9""",5,9,175.26,185 lbs.,185,83.91452,--,0,n/a,1,4,0,,M,Middleweight
Brandon Polcare,Brandon,Polcare,,--,0,0,0,125 lbs.,125,56.699,--,0,n/a,1,1,0,,M,Flyweight
Brandon Saling,Brandon,Saling,White Steel,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,--,0,n/a,8,6,0,,M,Welterweight
Brandon Sene,Brandon,Sene,,"5' 11""",5,11,180.34,205 lbs.,205,92.98636,--,0,n/a,2,2,0,,M,Light Heavyweight
Brandon Shuey,Brandon,Shuey,Big Dawg,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,Orthodox,7,6,0,,M,Lightweight
Brandon Thatch,Brandon,Thatch,Rukus,"6' 2""",6,2,187.96,170 lbs.,170,77.11064,"74.0""",74,Switch,11,4,0,,M,Welterweight
Brandon Vera,Brandon,Vera,The Truth,"6' 3""",6,3,190.5,230 lbs.,230,104.32616,"76.0""",76,Orthodox,12,7,0,,M,Heavyweight
Brandon Visher,Brandon,Visher,The Viper,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,"68.0""",68,Orthodox,13,3,0,,M,Bantamweight
Brandon Wolff,Brandon,Wolff,,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,--,0,Orthodox,7,5,0,,M,Welterweight
Branko Cikatic,Branko,Cikatic,,"6' 1""",6,1,185.42,215 lbs.,215,97.52228,--,0,Orthodox,0,2,0,,M,Heavyweight
Brendan Loughnane,Brendan,Loughnane,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,"71.0""",71,n/a,5,2,0,,M,Lightweight
Brendan O'Reilly,Brendan,O'Reilly,Badger,"5' 7""",5,7,170.18,170 lbs.,170,77.11064,"69.0""",69,Orthodox,6,2,0,,M,Welterweight
Brendan Schaub,Brendan,Schaub,Big Brown,"6' 4""",6,4,193.04,245 lbs.,245,111.13004,"78.0""",78,Orthodox,11,5,0,,M,Heavyweight
Brendan Seguin,Brendan,Seguin,,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,n/a,23,17,1,,M,Middleweight
Brennan Ward,Brennan,Ward,The Irish Bad Boy,"5' 10""",5,10,177.8,170 lbs.,170,77.11064,"71.0""",71,n/a,12,3,0,,M,Welterweight
Brent Primus,Brent,Primus,,"5' 10""",5,10,177.8,155 lbs.,155,70.30676,--,0,n/a,6,0,0,,M,Lightweight
Bret Bergmark,Bret,Bergmark,The Angry Hick,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,--,0,n/a,6,1,1,,M,Welterweight
Brett Albee,Brett,Albee,,--,0,0,0,225 lbs.,225,102.0582,--,0,n/a,3,1,0,,M,Heavyweight
Brett Cooper,Brett,Cooper,,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,--,0,Orthodox,15,7,0,,M,Welterweight
Brett Rogers,Brett,Rogers,The Grim,"6' 5""",6,5,195.58,265 lbs.,265,120.20188,"81.0""",81,Orthodox,11,4,0,,M,Heavyweight
Brett Tillis,Brett,Tillis,,--,0,0,0,145 lbs.,145,65.77084,--,0,n/a,0,0,0,,M,Featherweight
Brian Bowles,Brian,Bowles,,"5' 7""",5,7,170.18,135 lbs.,135,61.23492,"70.0""",70,Orthodox,10,3,0,,M,Bantamweight
Brian Cobb,Brian,Cobb,,"5' 11""",5,11,180.34,155 lbs.,155,70.30676,--,0,Orthodox,19,6,0,,M,Lightweight
Brian Davidson,Brian,Davidson,,"5' 6""",5,6,167.64,145 lbs.,145,65.77084,--,0,n/a,8,3,0,,M,Featherweight
Brian Ebersole,Brian,Ebersole,Bad Boy,"6' 0""",6,0,182.88,170 lbs.,170,77.11064,"73.0""",73,Southpaw,51,17,1,,M,Welterweight
Brian Foster,Brian,Foster,The Foster Boy,"5' 9""",5,9,175.26,170 lbs.,170,77.11064,"71.0""",71,Orthodox,18,5,0,,M,Welterweight
Brian Gassaway,Brian,Gassaway,,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,--,0,Orthodox,29,20,2,,M,Welterweight
Brian Geraghty,Brian,Geraghty,Duke,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,Orthodox,24,17,1,,M,Lightweight
Brian Houston,Brian,Houston,B-Hue,"6' 2""",6,2,187.96,185 lbs.,185,83.91452,"78.0""",78,Orthodox,4,2,0,,M,Middleweight
Brian Johnston,Brian,Johnston,,"6' 3""",6,3,190.5,230 lbs.,230,104.32616,--,0,Orthodox,5,5,0,,M,Heavyweight
Brian Lo-A-Njoe,Brian,Lo-A-Njoe,,"5' 7""",5,7,170.18,155 lbs.,155,70.30676,--,0,Orthodox,6,9,3,,M,Lightweight
Brian McLaughlin,Brian,McLaughlin,,"5' 9""",5,9,175.26,155 lbs.,155,70.30676,--,0,n/a,6,2,0,,M,Lightweight
Brian Melancon,Brian,Melancon,,"5' 8""",5,8,172.72,170 lbs.,170,77.11064,"72.0""",72,Orthodox,7,3,0,,M,Welterweight
Brian Ortega,Brian,Ortega,T-City,"5' 8""",5,8,172.72,145 lbs.,145,65.77084,"69.0""",69,Switch,10,0,0,,M,Featherweight
Brian Rogers,Brian,Rogers,The Professional Predator,"5' 11""",5,11,180.34,185 lbs.,185,83.91452,--,0,n/a,11,8,0,,M,Middleweight
Brian Schwartz,Brian,Schwartz,,"6' 3""",6,3,190.5,170 lbs.,170,77.11064,--,0,Orthodox,1,1,0,,M,Welterweight
Brian Sleeman,Brian,Sleeman,,"5' 8""",5,8,172.72,185 lbs.,185,83.91452,--,0,n/a,9,9,1,,M,Middleweight
Brian Stann,Brian,Stann,All American,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,"74.0""",74,Orthodox,12,6,0,,M,Light Heavyweight
Brian Warren,Brian,Warren,Mr. Unbreakable,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,--,0,Orthodox,15,15,1,,M,Middleweight
Bristol Marunde,Bristol,Marunde,,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,"71.0""",71,Orthodox,12,9,0,,M,Welterweight
Brock Jardine,Brock,Jardine,The Machine,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"73.0""",73,Orthodox,9,3,0,,M,Welterweight
Brock Larson,Brock,Larson,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,"71.0""",71,Southpaw,33,6,0,,M,Welterweight
Brock Lesnar,Brock,Lesnar,,"6' 3""",6,3,190.5,265 lbs.,265,120.20188,"81.0""",81,Orthodox,5,2,0,,M,Heavyweight
Brodie Farber,Brodie,Farber,,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,--,0,Orthodox,14,6,0,,M,Welterweight
Bronson Mohika,Bronson,Mohika,,--,0,0,0,135 lbs.,135,61.23492,--,0,n/a,1,1,0,,M,Bantamweight
Bruno Carvalho,Bruno,Carvalho,,"5' 8""",5,8,172.72,154 lbs.,154,69.853168,--,0,n/a,6,2,0,,M,Lightweight
Bruno Rodrigues,Bruno,Rodrigues,Korea,"5' 6""",5,6,167.64,135 lbs.,135,61.23492,"65.0""",65,n/a,4,2,0,,M,Bantamweight
Bruno Santos,Bruno,Santos,Carioca,"5' 9""",5,9,175.26,185 lbs.,185,83.91452,"69.0""",69,Orthodox,14,2,0,,M,Middleweight
Bryan Baker,Bryan,Baker,The Beast,"6' 3""",6,3,190.5,185 lbs.,185,83.91452,--,0,Orthodox,16,3,0,,M,Middleweight
Bryan Barberena,Bryan,Barberena,Bam Bam,"6' 0""",6,0,182.88,155 lbs.,155,70.30676,"72.0""",72,Southpaw,11,3,0,,M,Lightweight
Bryan Caraway,Bryan,Caraway,Kid Lightning,"5' 8""",5,8,172.72,135 lbs.,135,61.23492,"68.0""",68,Orthodox,20,8,0,,M,Bantamweight
Bryan Humes,Bryan,Humes,,--,0,0,0,265 lbs.,265,120.20188,--,0,n/a,6,2,0,,M,Heavyweight
Bryan Pardoe,Bryan,Pardoe,Pain Inducer,"6' 1""",6,1,185.42,205 lbs.,205,92.98636,--,0,Orthodox,12,16,0,,M,Light Heavyweight
Bryan Travers,Bryan,Travers,,--,0,0,0,155 lbs.,155,70.30676,--,0,n/a,14,3,0,,M,Lightweight
Bryan Vetell,Bryan,Vetell,,"6' 3""",6,3,190.5,265 lbs.,265,120.20188,--,0,Southpaw,4,3,0,,M,Heavyweight
Bryanna Fissori,Bryanna,Fissori,,"5' 4""",5,4,162.56,145 lbs.,145,65.77084,--,0,n/a,2,0,0,,F,Featherweight
Bryce Mejia,Bryce,Mejia,,"6' 1""",6,1,185.42,170 lbs.,170,77.11064,--,0,n/a,3,1,0,,M,Welterweight
Bryson Kamaka,Bryson,Kamaka,,"5' 11""",5,11,180.34,170 lbs.,170,77.11064,--,0,Orthodox,12,18,1,,M,Welterweight
Bubba Bush,Bubba,Bush,The Fightin' Texas Aggie,"6' 0""",6,0,182.88,185 lbs.,185,83.91452,"73.0""",73,Orthodox,8,3,0,,M,Middleweight
